id,text,source_forum,timestamp
post_1353,exploit for database server encrypted pm for price escrow available,exploit_in,2024-03-28 04:16:00
post_1354,fresh fullz dump 1 million records hospital btc accepted,raidforums,2024-02-18 08:59:00
post_1355,buying logs from government paying 1000 usd in bitcoin,raidforums,2024-01-28 15:27:00
post_1356,exploit for apache server fud fully undetected negotiable escrow available,exploit_in,2024-03-12 03:35:00
post_1357,zero day in windows kernel fud fully undetected unpatched selling 500 usd,darknetlive,2024-01-29 10:39:00
post_1358,zero day in android modular unpatched selling 500 usd,hackforums,2024-05-21 11:53:00
post_1359,new stealer available automated contact for 500 usd,exploit_in,2024-01-05 05:05:00
post_1360,fresh ddos logs 1 million lines silent install daily,hackforums,2024-04-27 19:10:00
post_1361,phishing kit healthcare provider clone guaranteed monero,hackforums,2024-06-02 12:28:00
post_1362,spyware as a service persistent crypto only serious buyers,exploit_in,2024-06-06 12:01:00
post_1363,credit card stuffing list retailer 1 million checked btc,raidforums,2024-05-07 16:39:00
post_1364,malware builder modular bypass vpn client 500 usd,hackforums,2024-02-13 12:13:00
post_1365,exploit for vpn client silent install 500 usd escrow available,exploit_in,2024-06-02 15:01:00
post_1366,keylogger as a service tested btc only serious buyers,raidforums,2024-01-06 15:27:00
post_1367,phishing kit hospital clone no logs xmr,hackforums,2024-03-07 15:10:00
post_1368,stealer as a service bypass av bitcoin only serious buyers,exploit_in,2024-01-24 19:44:00
post_1369,selling 1 million fullz from social media 1000 usd crypto,hackforums,2024-04-21 08:55:00
post_1370,selling 200k combolist from social media 0.5 btc crypto,breachforums,2024-02-20 19:45:00
post_1371,fresh combolist dump 100k records fortune 500 bitcoin accepted,hackforums,2024-02-15 04:34:00
post_1372,crypter as a service fud fully undetected xmr only serious buyers,hackforums,2024-05-09 01:25:00
post_1373,new stealer available modular contact for auction,hackforums,2024-05-26 08:29:00
post_1374,buying fullz from government paying 500 usd in usdt,darknetlive,2024-04-06 04:00:00
post_1375,buying logs from social media paying bulk discount in usdt,exploit_in,2024-06-14 16:22:00
post_1376,credit card stuffing list healthcare provider 50k checked xmr,darknetlive,2024-04-15 12:24:00
post_1377,exploit for wordpress guaranteed 500 usd escrow available,hackforums,2024-04-25 18:50:00
post_1378,access to government network encrypted 500 usd bitcoin,raidforums,2024-05-04 12:29:00
post_1379,exploit for apache server persistent 0.5 btc escrow available,darknetlive,2024-03-16 11:03:00
post_1380,buying logs from healthcare provider paying bulk discount in xmr,raidforums,2024-05-02 01:59:00
post_1381,fresh database dump 10k records government btc accepted,exploit_in,2024-02-07 23:45:00
post_1382,zero day in windows kernel tested unpatched selling 500 usd,exploit_in,2024-04-24 12:21:00
post_1383,buying database from ecommerce site paying 1000 usd in bitcoin,exploit_in,2024-04-22 15:27:00
post_1384,selling 100k ssn from hospital 1000 usd usdt,exploit_in,2024-02-06 06:05:00
post_1385,ddos as a service automated monero only serious buyers,breachforums,2024-03-06 06:00:00
post_1386,new stealer available encrypted contact for auction,breachforums,2024-06-21 15:07:00
post_1387,access to crypto exchange network no logs pm for price xmr,darknetlive,2024-05-22 17:56:00
post_1388,access to crypto exchange network modular bulk discount usdt,raidforums,2024-02-27 00:27:00
post_1389,zero day in android modular unpatched selling pm for price,hackforums,2024-03-06 03:52:00
post_1390,leak from government 500k records includes credit card,raidforums,2024-04-02 13:47:00
post_1391,10k combolist from healthcare provider verified monero,raidforums,2024-03-21 01:27:00
post_1392,malware builder tested bypass apache server 0.5 btc,raidforums,2024-03-19 07:31:00
post_1393,phishing kit hospital clone silent install monero,exploit_in,2024-02-12 10:10:00
post_1394,2 million fullz from fortune 500 verified bitcoin,darknetlive,2024-02-04 09:53:00
post_1395,access to major bank network bypass av 500 usd xmr,exploit_in,2024-05-29 02:02:00
post_1396,selling 500k ssn from hospital auction crypto,exploit_in,2024-03-15 19:53:00
post_1397,fresh ssn dump 1 million records healthcare provider btc accepted,hackforums,2024-01-25 15:38:00
post_1398,fresh botnet logs 1 million lines encrypted daily,darknetlive,2024-04-01 16:19:00
post_1399,access to government network silent install auction xmr,hackforums,2024-04-28 04:45:00
post_1400,selling 100k credential from crypto exchange negotiable monero,darknetlive,2024-02-08 23:04:00
post_1401,database stuffing list crypto exchange 10k checked usdt,exploit_in,2024-02-01 20:42:00
post_1402,fresh keylogger logs 1 million lines persistent daily,breachforums,2024-02-19 11:04:00
post_1403,selling 1 million logs from fortune 500 auction crypto,darknetlive,2024-04-25 04:52:00
post_1404,fresh botnet logs 5k lines fud fully undetected daily,raidforums,2024-03-05 13:05:00
post_1405,zero day in web application tested unpatched selling negotiable,breachforums,2024-04-05 10:00:00
post_1406,500k logs from major bank verified usdt,darknetlive,2024-05-17 14:02:00
post_1407,exploit for router firmware guaranteed pm for price escrow available,darknetlive,2024-06-04 18:14:00
post_1408,malware builder silent install bypass web application 1000 usd,breachforums,2024-03-06 12:16:00
post_1409,leak from government 500k records includes credential,darknetlive,2024-04-20 01:04:00
post_1410,leak from social media 5k records includes credential,exploit_in,2024-05-07 18:13:00
post_1411,access to government network persistent 0.5 btc btc,raidforums,2024-06-16 06:00:00
post_1412,fresh credit card dump 10k records retailer bitcoin accepted,darknetlive,2024-06-17 09:42:00
post_1413,zero day in apache server silent install unpatched selling auction,raidforums,2024-03-10 05:07:00
post_1414,exploit for apache server no logs negotiable escrow available,hackforums,2024-04-01 02:22:00
post_1415,500k combolist from major bank verified bitcoin,exploit_in,2024-03-28 05:33:00
post_1416,ddos as a service bypass av crypto only serious buyers,hackforums,2024-04-13 06:10:00
post_1417,spyware source code automated auction limited offer,darknetlive,2024-04-09 10:41:00
post_1418,backdoor as a service tested bitcoin only serious buyers,darknetlive,2024-06-19 11:41:00
post_1419,50k database from retailer verified monero,hackforums,2024-05-23 03:37:00
post_1420,buying database from healthcare provider paying bulk discount in bitcoin,breachforums,2024-05-17 13:18:00
post_1421,malware builder guaranteed bypass wordpress pm for price,raidforums,2024-03-12 10:54:00
post_1422,fresh fullz dump 10k records retailer usdt accepted,hackforums,2024-01-07 09:20:00
post_1423,fresh malware logs 100k lines tested daily,darknetlive,2024-01-25 08:49:00
post_1424,exploit for windows kernel silent install 500 usd escrow available,exploit_in,2024-03-11 09:53:00
post_1425,combolist stuffing list social media 100k checked xmr,darknetlive,2024-03-20 13:05:00
post_1426,zero day in router firmware bypass av unpatched selling negotiable,darknetlive,2024-01-11 15:51:00
post_1427,100k combolist from fortune 500 verified btc,exploit_in,2024-02-13 05:41:00
post_1428,fresh botnet logs 100k lines persistent daily,exploit_in,2024-03-02 13:00:00
post_1429,phishing kit retailer clone guaranteed monero,hackforums,2024-06-05 21:24:00
post_1430,zero day in windows kernel encrypted unpatched selling 1000 usd,hackforums,2024-01-30 12:37:00
post_1431,fresh backdoor logs 1 million lines bypass av daily,hackforums,2024-02-03 22:02:00
post_1432,rat as a service bypass av monero only serious buyers,breachforums,2024-01-01 20:13:00
post_1433,malware builder persistent bypass wordpress 1000 usd,darknetlive,2024-06-14 03:55:00
post_1434,exploit for wordpress silent install pm for price escrow available,hackforums,2024-02-22 12:22:00
post_1435,malware builder no logs bypass windows kernel 1000 usd,breachforums,2024-04-20 14:10:00
post_1436,account stuffing list social media 50k checked monero,hackforums,2024-02-06 09:17:00
post_1437,50k account from social media verified btc,hackforums,2024-06-13 07:28:00
post_1438,fresh spyware logs 1 million lines silent install daily,hackforums,2024-02-04 00:49:00
post_1439,access to government network bypass av bulk discount btc,breachforums,2024-04-04 16:16:00
post_1440,zero day in android silent install unpatched selling negotiable,exploit_in,2024-03-05 07:48:00
post_1441,malware builder tested bypass database server negotiable,breachforums,2024-04-17 18:21:00
post_1442,buying ssn from healthcare provider paying pm for price in xmr,raidforums,2024-05-30 06:40:00
post_1443,access to hospital network silent install 0.5 btc btc,raidforums,2024-01-12 10:22:00
post_1444,database stuffing list retailer 500k checked crypto,hackforums,2024-01-27 18:57:00
post_1445,crypter as a service bypass av crypto only serious buyers,hackforums,2024-06-23 17:28:00
post_1446,100k combolist from crypto exchange verified monero,darknetlive,2024-06-05 03:05:00
post_1447,credential stuffing list retailer 500k checked xmr,raidforums,2024-05-05 06:50:00
post_1448,selling 5k database from university auction crypto,breachforums,2024-01-25 20:36:00
post_1449,access to fortune 500 network fud fully undetected auction monero,hackforums,2024-02-20 06:12:00
post_1450,zero day in apache server fud fully undetected unpatched selling 500 usd,darknetlive,2024-02-22 11:40:00
post_1451,malware builder guaranteed bypass windows kernel auction,exploit_in,2024-02-13 11:02:00
post_1452,new stealer available bypass av contact for auction,hackforums,2024-04-16 03:27:00
post_1453,fresh crypter logs 200k lines modular daily,exploit_in,2024-03-25 14:10:00
post_1454,leak from hospital 500k records includes account,breachforums,2024-03-07 19:13:00
post_1455,fresh credential dump 200k records government usdt accepted,exploit_in,2024-05-02 12:58:00
post_1456,fresh stealer logs 200k lines persistent daily,exploit_in,2024-01-13 16:54:00
post_1457,leak from social media 100k records includes credit card,darknetlive,2024-01-24 08:16:00
post_1458,leak from major bank 200k records includes ssn,exploit_in,2024-06-27 20:05:00
post_1459,buying combolist from university paying negotiable in bitcoin,hackforums,2024-01-08 02:20:00
post_1460,fullz stuffing list government 100k checked bitcoin,exploit_in,2024-01-15 20:47:00
post_1461,selling 200k database from university 0.5 btc usdt,breachforums,2024-03-15 08:10:00
post_1462,leak from ecommerce site 200k records includes account,breachforums,2024-03-14 16:39:00
post_1463,exploit for vpn client silent install 0.5 btc escrow available,hackforums,2024-02-08 08:32:00
post_1464,exploit for windows kernel guaranteed 1000 usd escrow available,raidforums,2024-05-21 22:02:00
post_1465,selling 5k credit card from government 0.5 btc btc,breachforums,2024-06-07 11:50:00
post_1466,ssn stuffing list healthcare provider 200k checked xmr,exploit_in,2024-03-05 16:07:00
post_1467,phishing kit ecommerce site clone automated usdt,hackforums,2024-05-07 07:33:00
post_1468,500k fullz from hospital verified monero,darknetlive,2024-06-27 12:39:00
post_1469,fresh ransomware logs 200k lines silent install daily,exploit_in,2024-02-03 11:46:00
post_1470,500k fullz from ecommerce site verified xmr,raidforums,2024-04-09 09:40:00
post_1471,fresh rat logs 10k lines silent install daily,raidforums,2024-06-20 02:30:00
post_1472,zero day in windows kernel automated unpatched selling bulk discount,darknetlive,2024-02-27 23:06:00
post_1473,spyware as a service modular monero only serious buyers,breachforums,2024-06-21 22:21:00
post_1474,malware builder persistent bypass apache server 0.5 btc,exploit_in,2024-01-24 03:45:00
post_1475,buying fullz from social media paying negotiable in btc,hackforums,2024-01-24 20:43:00
post_1476,buying ssn from hospital paying pm for price in xmr,breachforums,2024-01-09 23:04:00
post_1477,phishing kit hospital clone guaranteed crypto,hackforums,2024-05-14 00:00:00
post_1478,ddos as a service bypass av xmr only serious buyers,breachforums,2024-02-02 19:33:00
post_1479,malware builder guaranteed bypass office365 bulk discount,breachforums,2024-06-05 11:08:00
post_1480,fresh fullz dump 1 million records healthcare provider btc accepted,hackforums,2024-05-18 09:14:00
post_1481,2 million database from major bank verified monero,exploit_in,2024-02-10 06:38:00
post_1482,leak from government 200k records includes fullz,breachforums,2024-01-20 02:16:00
post_1483,fresh ransomware logs 1 million lines tested daily,raidforums,2024-03-27 07:31:00
post_1484,5k credential from social media verified bitcoin,breachforums,2024-01-05 01:12:00
post_1485,leak from hospital 500k records includes database,breachforums,2024-02-09 21:29:00
post_1486,selling 5k ssn from hospital bulk discount bitcoin,hackforums,2024-05-23 20:57:00
post_1487,malware source code silent install pm for price limited offer,exploit_in,2024-05-21 00:50:00
post_1488,buying database from ecommerce site paying 500 usd in crypto,hackforums,2024-04-14 01:13:00
post_1489,access to major bank network encrypted negotiable usdt,darknetlive,2024-06-04 01:32:00
